Variety,Rootstock,Column,year,SSC,TA,pH,BerryWt,Yield_Avg,ClusterNum_Avg,Pruning_Avg,Ravaz_Index
Cabernet Sauvignon,110 Richter,2,1999,23,7.1,3.4,1.343,17,139,0.97,17.5257732
Cabernet Sauvignon,1103 Paulsen,2,1999,24,8.6,3.25,1.325,16.66666667,163.6666667,1.5,11.11111111
Cabernet Sauvignon,1103 Paulsen,3,1999,23.2,8.25,3.29,1.13,18.66666667,136.6666667,1.966666667,9.491525424
Cabernet Sauvignon,1103 Paulsen,1,1999,23.5,7.9,3.21,1.274,12.3,113,1.05,11.71428571
Cabernet Sauvignon,1103 Paulsen,4,1999,22,6.4,3.67,1.252,19.33333333,169,2.133333333,9.0625
Cabernet Sauvignon,140Ru,2,1999,22.1,8,3.3,1.112,13.56666667,114.6666667,0.776666667,17.46781116
Cabernet Sauvignon,140Ru,1,1999,23.2,8.8,3.18,1.311,11.6,104,0.596666667,19.44134078
Cabernet Sauvignon,140Ru,3,1999,24,7.85,3.29,1.429,14.33333333,123.6666667,1.173333333,12.21590909
Cabernet Sauvignon,140Ru,4,1999,23,6.3,3.52,1.101,13,148,1.233333333,10.54054054
Cabernet Sauvignon,3309 Couderc,1,1999,25.1,8.4,3.19,1.216,7.1,88.66666667,0.763333333,9.301310044
Cabernet Sauvignon,3309 Couderc,2,1999,24,8.2,3.26,1.831,18,162.3333333,1.223333333,14.71389646
Cabernet Sauvignon,3309 Couderc,4,1999,23.1,5.7,3.65,1.38,13.33333333,130,1.266666667,10.52631579
Cabernet Sauvignon,3309 Couderc,3,1999,22.1,6.5,3.47,1.16,14,125.3333333,1.35,10.37037037
Cabernet Sauvignon,420 A,2,1999,21.2,8.1,3.36,1.076,10.43333333,110.3333333,0.263333333,39.62025316
Cabernet Sauvignon,420 A,1,1999,22.2,5.7,3.51,1.228,15,144.3333333,0.703333333,21.32701422
Cabernet Sauvignon,420 A,4,1999,22,5.8,3.57,1.143,16.33333333,131.3333333,0.936666667,17.43772242
Cabernet Sauvignon,420 A,3,1999,20.5,6.5,3.45,1.593,21.33333333,146,1.4,15.23809524
Cabernet Sauvignon,775 Paulsen,1,1999,25,7.25,3.51,1.095,4.966666667,112.3333333,1.35,3.679012346
Cabernet Sauvignon,775 Paulsen,4,1999,24,7.9,3.46,1.138,12.5,149,1.8,6.944444444
Cabernet Sauvignon,775 Paulsen,2,1999,23.7,7.3,3.27,1.241,14.66666667,146.6666667,1.3,11.28205128
Cabernet Sauvignon,775 Paulsen,3,1999,23.1,6.7,3.59,0.865,9.5,115,1.833333333,5.181818182
Cabernet Sauvignon,Freedom,4,1999,22,7.65,3.47,1.147,13.6,130,1.766666667,7.698113208
Cabernet Sauvignon,Freedom,3,1999,23.6,7.8,3.33,1.036,15.73333333,134.3333333,1.733333333,9.076923077
Cabernet Sauvignon,Freedom,1,1999,21.2,6.7,3.5,1.499,12.93333333,123.3333333,0.593333333,21.79775281
Cabernet Sauvignon,Freedom,2,1999,23.1,6.2,3.61,1.259,19,154,0.763333333,24.89082969
Cabernet Sauvignon,K51-32,4,1999,23.1,7.45,3.35,1.77,15.33333333,143.3333333,1.6,9.583333333
Cabernet Sauvignon,K51-32,3,1999,22,6.4,3.62,1.013,14.33333333,125.6666667,1.196666667,11.97771588
Cabernet Sauvignon,K51-32,2,1999,22.2,6.3,3.44,1.406,15.33333333,110.3333333,0.756666667,20.26431718
Cabernet Sauvignon,K51-32,1,1999,22.8,7,3.61,1.608,20.66666667,128.6666667,1.566666667,13.19148936
Cabernet Sauvignon,Kober 5BB,2,1999,24,8,3.25,1.223,14,120.6666667,1.026666667,13.63636364
Cabernet Sauvignon,Kober 5BB,4,1999,23.1,NA,3.36,1.167,14,143.6666667,1.2,11.66666667
Cabernet Sauvignon,Kober 5BB,1,1999,21.5,6.2,3.46,1.039,11.26666667,105,0.436666667,25.80152672
Cabernet Sauvignon,Kober 5BB,3,1999,22,5.9,3.49,1.473,16,131.5,1,16
Cabernet Sauvignon,Ramsey,4,1999,24.9,7.2,3.39,1.082,15.33333333,120.6666667,1.466666667,10.45454545
Cabernet Sauvignon,Ramsey,1,1999,23,9.9,3.25,1.123,13.9,161.3333333,1.12,12.41071429
Cabernet Sauvignon,Ramsey,3,1999,23.9,7.95,3.34,1.109,13,174,1.9,6.842105263
Cabernet Sauvignon,Ramsey,2,1999,21.5,6.7,3.48,1.571,22.66666667,176.6666667,1.566666667,14.46808511
Cabernet Sauvignon,Schwarzmann,2,1999,22,8.2,3.24,1.38,13.33333333,136,0.98,13.60544218
Cabernet Sauvignon,Schwarzmann,1,1999,23.6,8,3.25,1.342,14,122,0.82,17.07317073
Cabernet Sauvignon,Schwarzmann,4,1999,24,6.6,3.4,1.241,18.33333333,141.3333333,1.333333333,13.75
Cabernet Sauvignon,Schwarzmann,3,1999,22,5.8,3.53,1.178,13.33333333,107.3333333,0.636666667,20.94240838
Cabernet Sauvignon,SO4,2,1999,23.2,8.4,3.22,1.218,17,152.5,0.906666667,18.75
Cabernet Sauvignon,SO4,4,1999,22.6,6.55,3.32,1.082,12,162,0.68,17.64705882
Cabernet Sauvignon,SO4,1,1999,24,7.1,3.43,1.159,14.33333333,128,0.686666667,20.87378641
Cabernet Sauvignon,SO4,3,1999,22.1,6.1,3.63,1.316,13,106.3333333,0.59,22.03389831
Cabernet Sauvignon,Teleki 5C,3,1999,21.1,7.75,3.27,1.061,12.66666667,133.6666667,0.9,14.07407407
Cabernet Sauvignon,Teleki 5C,4,1999,24,6.85,3.33,1.082,12,125,0.77,15.58441558
Cabernet Sauvignon,Teleki 5C,2,1999,24.1,8.2,3.23,1.254,12.66666667,137,0.796666667,15.89958159
Cabernet Sauvignon,Teleki 5C,1,1999,23.1,7.4,3.4,1.488,11.63333333,106.6666667,0.613333333,18.9673913
Chardonnay,039-16,1,1999,22,9.1,3.04,1.59,11,66.66666667,0.47,23.40425532
Chardonnay,039-16,2,1999,22,9.6,3.09,1.67,20.66666667,98.66666667,1.1,18.78787879
Chardonnay,039-16,3,1999,23.7,9.1,3.5,1.58,12.9,75.66666667,1.286666667,10.02590674
Chardonnay,039-16,4,1999,23.2,11.2,3.27,1.66,9.633333333,84,1.33,7.243107769
Chardonnay,101-14 MGT,1,1999,23,10.1,3.17,1.53,8.366666667,65.66666667,0.78,10.72649573
Chardonnay,101-14 MGT,2,1999,23.8,10.3,3.05,1.6,12.33333333,72.66666667,0.583333333,21.14285714
Chardonnay,101-14 MGT,3,1999,24,13,3.15,1.63,8.466666667,70,0.99,8.552188552
Chardonnay,101-14 MGT,4,1999,23,9.9,3.12,1.57,14,71.33333333,1.006666667,13.90728477
Chardonnay,110 Richter,1,1999,23.2,9.9,3.34,1.67,16.33333333,98.66666667,1.393333333,11.72248804
Chardonnay,110 Richter,2,1999,22.6,10.2,3.01,1.67,16.66666667,97.66666667,0.866666667,19.23076923
Chardonnay,110 Richter,3,1999,23.8,11.4,3.16,1.77,12.66666667,103.6666667,1.2,10.55555556
Chardonnay,110 Richter,4,1999,22,10.2,3.12,1.47,18.33333333,100.3333333,1.3,14.1025641
Chardonnay,1103 Paulsen,1,1999,25,10.4,3.45,1.64,10.56666667,80,1.033333333,10.22580645
Chardonnay,1103 Paulsen,2,1999,23,11.3,3.19,1.62,6.866666667,77.66666667,1.066666667,6.4375
Chardonnay,1103 Paulsen,3,1999,24,10.2,3.49,1.45,12,83.33333333,1.53,7.843137255
Chardonnay,1103 Paulsen,4,1999,23.5,11.5,3.2,1.54,13,97,1.933333333,6.724137931
Chardonnay,140Ru,1,1999,24.1,9.9,3.42,1.6,9.766666667,76.66666667,0.646666667,15.10309278
Chardonnay,140Ru,2,1999,23,11,3.2,1.55,8.6,78,0.613333333,14.02173913
Chardonnay,140Ru,3,1999,23.5,10.1,3.09,1.65,9.733333333,73.33333333,1.286666667,7.564766839
Chardonnay,140Ru,4,1999,24.1,11.8,3.19,1.62,8.7,76,0.92,9.456521739
Chardonnay,3309 Couderc,1,1999,23.9,11.4,3.17,1.71,9.8,67.33333333,0.663333333,14.77386935
Chardonnay,3309 Couderc,2,1999,23.2,9.7,3.44,1.7,12.43333333,69.66666667,1.066666667,11.65625
Chardonnay,3309 Couderc,3,1999,24,9.6,3.19,1.45,11.76666667,94.33333333,1.15,10.23188406
Chardonnay,3309 Couderc,4,1999,23,9.9,3.49,1.4,8.1,78.66666667,1.9,4.263157895
Chardonnay,420 A,1,1999,21.6,8.6,3.06,1.65,12.66666667,65.66666667,0.566666667,22.35294118
Chardonnay,420 A,2,1999,23.7,10.1,3.32,1.63,10.96666667,77,0.586666667,18.69318182
Chardonnay,420 A,3,1999,20.9,10.7,3.05,1.52,10.66666667,68.66666667,0.456666667,23.35766423
Chardonnay,420 A,4,1999,23.4,11.5,3.12,1.51,12.66666667,79.33333333,0.63,20.10582011
Chardonnay,775 Paulsen,1,1999,23.5,11.4,3.23,1.35,4.033333333,73.33333333,0.606666667,6.648351648
Chardonnay,775 Paulsen,2,1999,24,9.1,3.56,1.47,6.033333333,69,0.87,6.9348659
Chardonnay,775 Paulsen,3,1999,23.6,11.6,3.2,1.25,8.066666667,62,0.883333333,9.132075472
Chardonnay,775 Paulsen,4,1999,23.5,10.1,3.41,1.58,10.1,83.66666667,1.36,7.426470588
Chardonnay,Freedom,1,1999,23.7,9.9,3.06,1.66,16.33333333,101.6666667,0.916666667,17.81818182
Chardonnay,Freedom,2,1999,23.6,12.4,3.19,1.77,8.466666667,65,0.763333333,11.09170306
Chardonnay,Freedom,3,1999,22.4,10.6,3.18,1.72,19.33333333,88.33333333,1.35,14.32098765
Chardonnay,Freedom,4,1999,23.1,10.1,3.55,1.53,15.33333333,95.33333333,1.8,8.518518519
Chardonnay,K51-32,1,1999,23.4,10.4,3.03,1.68,12,63.66666667,0.75,16
Chardonnay,K51-32,2,1999,23,10.6,3.12,1.64,15.33333333,84.66666667,0.77,19.91341991
Chardonnay,K51-32,3,1999,23,11.3,3.17,1.67,9.3,74.66666667,0.836666667,11.11553785
Chardonnay,K51-32,4,1999,23,10.1,3.43,1.44,11,86,1.6,6.875
Chardonnay,Kober 5BB,1,1999,23.1,8.9,3.08,1.51,10.9,78,0.603333333,18.06629834
Chardonnay,Kober 5BB,2,1999,24.7,10.5,3.22,1.38,8,65.66666667,1.063333333,7.523510972
Chardonnay,Kober 5BB,3,1999,24.5,9,3.44,1.52,11.03333333,87.66666667,1.226666667,8.994565217
Chardonnay,Kober 5BB,4,1999,24,9.8,3.1,1.49,19.5,111.5,1.063333333,18.33855799
Chardonnay,Ramsey,1,1999,23.1,11.8,3.18,1.74,10.7,69,1.8,5.944444444
Chardonnay,Ramsey,2,1999,24,10.3,3.46,1.61,14,86.66666667,0.68,20.58823529
Chardonnay,Ramsey,3,1999,22,10.1,3.15,1.55,11.66666667,97,1.086666667,10.73619632
Chardonnay,Ramsey,4,1999,23.2,10.3,3.43,1.58,15.66666667,84,1.7,9.215686275
Chardonnay,SO4,1,1999,24.8,9.1,3.14,1.49,11.33333333,91,0.94,12.05673759
Chardonnay,SO4,2,1999,24.1,11.5,3.16,1.57,5.766666667,76.33333333,0.803333333,7.178423237
Chardonnay,SO4,3,1999,24.4,9,3.47,1.36,6.7,67.33333333,0.883333333,7.58490566
Chardonnay,SO4,4,1999,24.1,9.2,3.08,1.5,11.43333333,66,1.063333333,10.7523511
Chardonnay,Schwarzmann,1,1999,23.1,9.6,3.35,1.61,9.633333333,61.33333333,0.47,20.4964539
Chardonnay,Schwarzmann,2,1999,24,10.3,3.17,1.57,6.9,75.66666667,0.643333333,10.7253886
Chardonnay,Schwarzmann,3,1999,24,8.5,3.49,1.4,10.16666667,82,0.816666667,12.44897959
Chardonnay,Schwarzmann,4,1999,22.5,9.8,3.08,1.45,15.66666667,74.33333333,0.896666667,17.47211896
Chardonnay,Teleki 5C,1,1999,24,11.3,3.19,1.44,8.333333333,76.66666667,0.793333333,10.50420168
Chardonnay,Teleki 5C,2,1999,21.4,10.2,3.01,1.6,15,85,0.71,21.12676056
Chardonnay,Teleki 5C,3,1999,24,10,3.37,1.59,14.66666667,80.66666667,0.636666667,23.03664921
Chardonnay,Teleki 5C,4,1999,23.7,9.7,3.35,1.45,10.1,60.33333333,0.633333333,15.94736842
